  79   4uw9-A  3.4  3.2   55   228    2 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  80   1yov-B  3.4  2.6   56   397    5 PDB  MOLECULE: AMYLOID PROTEIN-BINDING PROTEIN 1;                         
  81   3dbr-D  3.4  2.6   56   431    5 PDB  MOLECULE: NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT;             
  82   4aki-A  3.4  3.3   71  2650    1 PDB  MOLECULE: GLUTATHIONE S-TRANSFERASE CLASS-MU 26 KDA ISOZYME          
  83   1r4m-F  3.4  2.6   56   418    5 PDB  MOLECULE: AMYLOID BETA PRECURSOR PROTEIN-BINDING PROTEIN 1;          
  84   1r4m-H  3.4  2.6   56   418    5 PDB  MOLECULE: AMYLOID BETA PRECURSOR PROTEIN-BINDING PROTEIN 1;          
  85   1r4m-B  3.4  2.6   56   418    5 PDB  MOLECULE: AMYLOID BETA PRECURSOR PROTEIN-BINDING PROTEIN 1;          
  86   1r4n-H  3.4  2.6   56   418    5 PDB  MOLECULE: AMYLOID BETA PRECURSOR PROTEIN-BINDING PROTEIN 1;          
  87   1r4n-F  3.4  2.6   56   418    5 PDB  MOLECULE: AMYLOID BETA PRECURSOR PROTEIN-BINDING PROTEIN 1;          
  88   3dbl-H  3.4  2.6   56   431    5 PDB  MOLECULE: NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT;             
  89   3dbr-H  3.4  2.7   56   431    5 PDB  MOLECULE: NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT;             
  90   3dbl-D  3.4  2.6   56   432    5 PDB  MOLECULE: NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT;             
  91   4c4t-A  3.4  3.1   60   217    3 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  92   3q0k-C  3.4  4.2   54   287    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
  93   3hai-C  3.4  4.3   54   285    6 PDB  MOLECULE: HUMAN PACSIN1 F-BAR;                                       
  94   4gib-A  3.3  3.3   61   226    8 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  95   1o08-A  3.3  3.3   61   221    3 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  96   1r4n-D  3.3  2.6   56   418    5 PDB  MOLECULE: AMYLOID BETA PRECURSOR PROTEIN-BINDING PROTEIN 1;          
  97   4nnj-C  3.3  2.6   56  1006    5 PDB  MOLECULE: UBIQUITIN-ACTIVATING ENZYME E1 1;                          
  98   1o03-A  3.3  3.3   61   221    3 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  99   4c4r-A  3.3  3.1   60   218    3 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
 100   3q0k-B  3.3  4.2   54   287    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 101   2x3v-C  3.3  4.7   58   291    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 102   3hai-A  3.3  4.7   58   294    5 PDB  MOLECULE: HUMAN PACSIN1 F-BAR;                                       
 103   2x3x-A  3.3  4.7   58   291    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 104   3syv-F  3.3  4.9   58   253    3 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE II SUBSTRATE P          
 105   2x3x-B  3.3  4.8   58   274    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 106   3aco-B  3.3  4.8   58   284    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN            
 107   4dh4-A  3.2  3.5   68   114    7 PDB  MOLECULE: MIF;                                                       
 108   3gac-C  3.2  3.0   65   117    3 PDB  MOLECULE: MACROPHAGE MIGRATION INHIBITORY FACTOR-LIKE                
 109   5cd4-I  3.2  3.2   61   494    3 PDB  MOLECULE: CRISPR SYSTEM CASCADE SUBUNIT CASE;                        
 110   3kj6-A  3.2  3.5   42   222    5 PDB  MOLECULE: BETA-2 ADRENERGIC RECEPTOR;                                
 111   3s51-A  3.2  3.1   42  1134    0 PDB  MOLECULE: FANCONI ANEMIA GROUP I PROTEIN HOMOLOG;                    
 112   3dbh-D  3.2  2.7   56   432    5 PDB  MOLECULE: NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT;             
 113   3gzn-D  3.2  2.7   56   429    5 PDB  MOLECULE: NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT;             
 114   2r4s-A  3.2  4.1   49   216    4 PDB  MOLECULE: BETA-2 ADRENERGIC RECEPTOR;                                
 115   2r4r-A  3.2  4.1   49   216    4 PDB  MOLECULE: BETA-2 ADRENERGIC RECEPTOR;                                
 116   2wf7-A  3.2  3.1   59   218    3 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
 117   3zi4-A  3.2  3.1   59   218    3 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
 118   4bne-B  3.2  4.2   53   289    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 119   3q84-B  3.2  4.2   54   285    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 120   3lll-B  3.2  4.4   53   287    4 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 121   3aco-A  3.2  4.7   58   284    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN            
 122   1q44-A  3.1  2.8   53   284    8 PDB  MOLECULE: STEROID SULFOTRANSFERASE;                                  
 123   3s6j-A  3.1  3.0   50   216    6 PDB  MOLECULE: HYDROLASE, HALOACID DEHALOGENASE-LIKE FAMILY;              
 124   4akg-A  3.1  3.3   73  2650    1 PDB  MOLECULE: GLUTATHIONE S-TRANSFERASE CLASS-MU 26 KDA ISOZYME          
 125   4qyz-A  3.1  3.3   61   468    3 PDB  MOLECULE: CRISPR SYSTEM CASCADE SUBUNIT CASA;                        
 126   4c4s-A  3.1  3.0   57   215    4 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
 127   3qe6-B  3.1  4.3   54   286    4 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE II SUBSTRATE P          
 128   3q0k-A  3.1  4.2   54   287    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 129   3q84-A  3.1  4.2   54   285    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 130   4bne-A  3.1  4.2   54   290    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 131   3abh-B  3.1  4.8   58   288    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN            
 132   3m3w-B  3.1  4.8   58   286    3 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE II SUBSTRATE P          
 133   4ai6-A  3.0  2.4   54  2650    4 PDB  MOLECULE: GLUTATHIONE S-TRANSFERASE CLASS-MU 26 KDA ISOZYME          
 134   3vay-A  3.0  3.1   57   230    4 PDB  MOLECULE: HAD-SUPERFAMILY HYDROLASE;                                 
 135   4ex6-A  3.0  3.2   53   219   11 PDB  MOLECULE: ALNB;                                                      
 136   1yov-D  3.0  2.7   57   382    5 PDB  MOLECULE: AMYLOID PROTEIN-BINDING PROTEIN 1;                         
 137   5cd4-U  3.0  3.2   61   492    3 PDB  MOLECULE: CRISPR SYSTEM CASCADE SUBUNIT CASE;                        
 138   1ngv-D  3.0  2.7   57   387    5 PDB  MOLECULE: AMYLOID BETA PRECURSOR PROTEIN-BINDING PROTEIN 1;          
 139   2x3v-B  3.0  4.8   58   292    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 140   3lll-A  3.0  4.8   58   287    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 141   3wks-D  2.9  2.8   44    70    7 PDB  MOLECULE: O-PHOSPHO-L-SERYL-TRNA:CYS-TRNA SYNTHASE;                  
 142   1zp2-A  2.9  4.1   67   227    9 PDB  MOLECULE: RNA POLYMERASE II HOLOENZYME CYCLIN-LIKE SUBUNIT;          
 143   1wgw-A  2.9  3.4   58    99    5 PDB  MOLECULE: 'SIGNAL RECOGINITION PARTICLE 54;                          
 144   3ndb-B  2.9  3.6   58   420    2 PDB  MOLECULE: SIGNAL RECOGNITION PARTICLE 19 KDA PROTEIN;                
 145   3i2w-B  2.9  2.9   41   285   10 PDB  MOLECULE: SYNDAPIN;                                                  
 146   3qxg-A  2.9  3.3   58   222   10 PDB  MOLECULE: INORGANIC PYROPHOSPHATASE;                                 
 147   3hah-A  2.9  4.2   54   269    6 PDB  MOLECULE: HUMAN PACSIN1 F-BAR;                                       
 148   3qni-B  2.9  4.2   54   266    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 149   3q84-H  2.9  4.7   58   288    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 150   2x3w-B  2.9  4.7   58   290    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
 151   3wks-C  2.9  2.8   44    68    7 PDB  MOLECULE: O-PHOSPHO-L-SERYL-TRNA:CYS-TRNA SYNTHASE;                  
 152   2r42-A  2.8  3.2   71   383   11 PDB  MOLECULE: MEVALONATE KINASE;                                         
 153   2lpi-A  2.8  4.1   71   137    3 PDB  MOLECULE: MAJOR AMPULLATE SPIDROIN 1;                                
 154   2wkf-B  2.8  3.5   65   103    3 PDB  MOLECULE: MACROPHAGE MIGRATION INHIBITORY FACTOR;                    
 155   4f7j-B  2.8  3.7   70   268    7 PDB  MOLECULE: CYCLIN-DEPENDENT KINASE 8;                                 
 156   3rgw-L  2.8  2.6   54   602   13 PDB  MOLECULE: MEMBRANE-BOUND HYDROGENASE (NIFE) LARGE SUBUNIT H          
 157   2d9e-A  2.8  3.5   56   121    9 PDB  MOLECULE: PEREGRIN;                                                  
 158   2va8-B  2.8  3.6   63   695    5 PDB  MOLECULE: SKI2-TYPE HELICASE;                                        
 159   3iyd-F  2.8  2.9   52   479    2 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA;                 
 160   2ykg-A  2.8  3.1   51   636    2 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX58;                 
 161   4fgv-A  2.8  3.1   42  1067    7 PDB  MOLECULE: CHROMOSOME REGION MAINTENANCE 1 (CRM1) OR EXPORTI          
 162   1te2-A  2.8  3.1   49   218    8 PDB  MOLECULE: 2-DEOXYGLUCOSE-6-P PHOSPHATASE;                            
 163   3a69-A  2.8  3.4   43   347    7 PDB  MOLECULE: FLAGELLAR HOOK PROTEIN FLGE;                               
 164   4ami-A  2.8  4.3   52   282    0 PDB  MOLECULE: BETA-1 ADRENERGIC RECEPTOR;                                
 165   3qxg-B  2.8  3.3   58   223   10 PDB  MOLECULE: INORGANIC PYROPHOSPHATASE;                                 
 166   3hah-B  2.8  4.7   58   266    5 PDB  MOLECULE: HUMAN PACSIN1 F-BAR;                                       
 167   3wkr-H  2.8  2.9   44    68    7 PDB  MOLECULE: O-PHOSPHO-L-SERYL-TRNA:CYS-TRNA SYNTHASE;                  
 168   4nst-D  2.8  3.4   66   241    6 PDB  MOLECULE: CYCLIN-DEPENDENT KINASE 12;                                
 169   3wkr-C  2.8  2.8   44    68    7 PDB  MOLECULE: O-PHOSPHO-L-SERYL-TRNA:CYS-TRNA SYNTHASE;                  
 170   2xma-E  2.7  3.0   60   141    8 PDB  MOLECULE: TRANSPOSASE;                                               
 171   3prb-B  2.7  3.6   61   224    3 PDB  MOLECULE: FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE;             
 172   3h20-A  2.7  2.7   55   288    0 PDB  MOLECULE: REPLICATION PROTEIN B;                                     
 173   2bkm-A  2.7  3.9   64   128    6 PDB  MOLECULE: TRUNCATED HEMOGLOBIN FROM GEOBACILLUS                      
 174   4uzv-A  2.7  3.8   64   129    8 PDB  MOLECULE: HEMOGLOBIN;                                                
 175   3lqi-C  2.7  3.4   62   181    6 PDB  MOLECULE: MLL1 PHD3-BROMO;                                           
 176   2xyk-B  2.7  3.9   65   130    2 PDB  MOLECULE: 2-ON-2 HEMOGLOBIN;                                         
 177   1ngk-B  2.7  3.7   61   127    3 PDB  MOLECULE: HEMOGLOBIN-LIKE PROTEIN HBO;                               
 178   3d6j-A  2.7  3.3   49   210   10 PDB  MOLECULE: PUTATIVE HALOACID DEHALOGENASE-LIKE HYDROLASE;             
 179   4c3o-A  2.7  2.7   50   583   10 PDB  MOLECULE: HYDROGENASE-1 LARGE SUBUNIT;                               
 180   2vwa-A  2.7  3.0   58    99    3 PDB  MOLECULE: PUTATIVE UNCHARACTERIZED PROTEIN PF13_0012;                
 181   1p68-A  2.7  4.1   59   102    3 PDB  MOLECULE: DE NOVO DESIGNED PROTEIN S-824;                            
 182   2hi0-A  2.7  2.9   49   240   12 PDB  MOLECULE: PUTATIVE PHOSPHOGLYCOLATE PHOSPHATASE;                     
 183   3k1f-M  2.7  5.1   50   185    0 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 184   3o0f-A  2.7  3.3   55   287   13 PDB  MOLECULE: PUTATIVE METAL-DEPENDENT PHOSPHOESTERASE;                  
 185   2ah5-A  2.7  3.3   47   210    9 PDB  MOLECULE: COG0546: PREDICTED PHOSPHATASES;                           
 186   4rkm-B  2.7  3.4   44   660    5 PDB  MOLECULE: MCCA;                                                      
 187   2msn-A  2.7  2.8   47   208    9 PDB  MOLECULE: HYDROLASE, HALOACID DEHALOGENASE-LIKE FAMILY;              
 188   4nnj-A  2.7  2.6   56  1006    5 PDB  MOLECULE: UBIQUITIN-ACTIVATING ENZYME E1 1;                          
 189   1tt5-D  2.7  2.8   56   395    5 PDB  MOLECULE: AMYLOID PROTEIN-BINDING PROTEIN 1;                         
 190   2i37-B  2.7  4.4   53   319    4 PDB  MOLECULE: RHODOPSIN;                                                 
 191   1ry1-U  2.7  3.6   60   294    3 PDB  MOLECULE: ALU DOMAIN (RNA FRAGMENTS);                                
 192   4ue5-D  2.7  3.7   61   433    5 PDB  MOLECULE: 7S RNA;                                                    
 193   4ell-B  2.6  3.4   67   349    6 PDB  MOLECULE: RETINOBLASTOMA-ASSOCIATED PROTEIN;                         
 194   3sd7-A  2.6  3.1   48   215    8 PDB  MOLECULE: PUTATIVE PHOSPHATASE;                                      
 195   2xcz-A  2.6  3.3   66   114    8 PDB  MOLECULE: POSSIBLE ATLS1-LIKE LIGHT-INDUCIBLE PROTEIN;               
 196   4kyw-A  2.6  2.5   52   254   13 PDB  MOLECULE: TYPE-2 RESTRICTION ENZYME DPNI;                            
 197   4u2v-B  2.6  3.5   46   306    7 PDB  MOLECULE: GREEN FLUORESCENT PROTEIN,BCL-2 HOMOLOGOUS                 
 198   2r3v-A  2.6  3.6   73   390   10 PDB  MOLECULE: MEVALONATE KINASE;                                         
 199   2i53-A  2.6  3.2   63   254    5 PDB  MOLECULE: CYCLIN K;                                                  
 200   5ame-A  2.6  3.4   55   123   11 PDB  MOLECULE: BROMODOMAIN-CONTAINING PROTEIN 1;                          
 201   1kr7-A  2.6  3.4   59   110    3 PDB  MOLECULE: NEURAL GLOBIN;                                             
 202   1sj8-A  2.6  4.3   65   297    6 PDB  MOLECULE: TALIN 1;                                                   
 203   2rre-A  2.6  2.2   44    74   11 PDB  MOLECULE: PUTATIVE UNCHARACTERIZED PROTEIN;                          
 204   2kzc-A  2.6  3.2   48    85    6 PDB  MOLECULE: UNCHARACTERIZED PROTEIN;                                   
 205   4hg2-B  2.6  2.7   49   236   14 PDB  MOLECULE: METHYLTRANSFERASE TYPE 11;                                 
 206   2yb1-A  2.6  3.2   56   284    7 PDB  MOLECULE: AMIDOHYDROLASE;                                            
 207   4a36-A  2.6  3.5   50   523    2 PDB  MOLECULE: RETINOIC ACID INDUCIBLE PROTEIN I;                         
 208   4j9z-B  2.6  2.7   39    97    5 PDB  MOLECULE: SMALL CONDUCTANCE CALCIUM-ACTIVATED POTASSIUM CHA          
 209   2hi0-B  2.6  3.2   53   239   11 PDB  MOLECULE: PUTATIVE PHOSPHOGLYCOLATE PHOSPHATASE;                     
 210   3mjz-B  2.6  3.7   62   131    6 PDB  MOLECULE: FG41 MALONATE SEMIALDEHYDE DECARBOXYLASE;                  
 211   1cu1-A  2.5  3.3   67   645    6 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 212   1vw5-j  2.5  3.5   63   114   10 PDB  MOLECULE: INTEGRON GENE CASSETTE PROTEIN;                            
 213   1in0-A  2.5  3.1   57   162    9 PDB  MOLECULE: YAJQ PROTEIN;                                              
 214   4hhu-A  2.5  2.7   54   170   11 PDB  MOLECULE: OR280;                                                     
 215   4f5v-A  2.5  3.3   57   584    5 PDB  MOLECULE: SERUM ALBUMIN;                                             
 216   3v4c-A  2.5  7.3   48   504    2 PDB  MOLECULE: ALDEHYDE DEHYDROGENASE (NADP+);                            
 217   4c0n-A  2.5  3.7   64   150    2 PDB  MOLECULE: 2-ON-2 HEMOGLOBIN;                                         
 218   1d3u-B  2.5  3.1   60   201    3 PDB  MOLECULE: TATA-BINDING PROTEIN;                                      
 219   4igc-X  2.5  3.3   56   517    2 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA;                 
 220   1e3d-B  2.5  2.6   50   537    6 PDB  MOLECULE: [NIFE] HYDROGENASE SMALL SUBUNIT;                          
