 125:  4miw-A  2.4  4.0   57   170    4 PDB  MOLECULE: RNA-DIRECTED RNA POLYMERASE L;                             
 126:  4uav-A  2.4  3.3   49   246    8 PDB  MOLECULE: HALOACID DEHALOGENASE-LIKE HYDROLASE DOMAIN-CONTA          
 127:  2x2v-A  2.4  2.8   43    69   12 PDB  MOLECULE: ATP SYNTHASE SUBUNIT C;                                    
 128:  1wcm-D  2.4  3.2   50   177    6 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II LARGEST SUBUNIT;            
 129:  3l32-B  2.4  3.0   40    45    5 PDB  MOLECULE: PHOSPHOPROTEIN;                                            
 130:  3i2w-A  2.4  4.7   58   270   10 PDB  MOLECULE: SYNDAPIN;                                                  
 131:  1xqo-A  2.3  2.9   69   253    4 PDB  MOLECULE: 8-OXOGUANINE DNA GLYCOSYLASE;                              
 132:  4bgd-A  2.3  3.3   66  1707    8 PDB  MOLECULE: PRE-MRNA-SPLICING HELICASE BRR2;                           
 133:  3ker-A  2.3  3.6   69   117    7 PDB  MOLECULE: D-DOPACHROME DECARBOXYLASE;                                
 134:  3l7p-C  2.3  3.1   61    91    5 PDB  MOLECULE: PUTATIVE NITROGEN REGULATORY PROTEIN PII;                  
 135:  1am7-A  2.3  3.3   61   154   11 PDB  MOLECULE: LYSOZYME;                                                  
 136:  2nyn-A  2.3  3.0   54   512   11 PDB  MOLECULE: PHENYLALANINE/HISTIDINE AMMONIA-LYASE;                     
 137:  4c00-A  2.3  3.6   51   544   14 PDB  MOLECULE: TRANSLOCATION AND ASSEMBLY MODULE TAMA;                    
 138:  2pib-A  2.3  2.9   51   216    2 PDB  MOLECULE: PHOSPHORYLATED CARBOHYDRATES PHOSPHATASE TM_1254;          
 139:  2jg7-A  2.3  4.4   41   509    7 PDB  MOLECULE: ANTIQUITIN;                                                
 140:  2bhq-A  2.3  3.8   45   517   13 PDB  MOLECULE: 1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE;                   
 141:  3ltl-A  2.3  2.9   57   191    5 PDB  MOLECULE: BREFELDIN A-INHIBITED GUANINE NUCLEOTIDE-EXCHANGE          
 142:  2d2m-B  2.3  3.8   61   142   10 PDB  MOLECULE: GIANT HEMOGLOBIN, A1(B) GLOBIN CHAIN;                      
 143:  3o59-X  2.3  3.3   67   244    3 PDB  MOLECULE: DNA POLYMERASE II LARGE SUBUNIT;                           
 144:  3wvo-A  2.3  2.9   51   543   12 PDB  MOLECULE: CRISPR-ASSOCIATED PROTEIN, CSE1 FAMILY;                    
 145:  4h3t-A  2.3  3.4   54   517    7 PDB  MOLECULE: CRISPR-ASSOCIATED PROTEIN, CSE1 FAMILY;                    
 146:  2kdn-A  2.3  2.4   53   108    6 PDB  MOLECULE: PUTATIVE UNCHARACTERIZED PROTEIN PFE0790C;                 
 147:  4c3i-A  2.3  3.5   55  1484    5 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA190;              
 148:  4dwl-B  2.3  2.9   52   110   12 PDB  MOLECULE: BBP7;                                                      
 149:  2qzg-B  2.3  3.2   51    90    2 PDB  MOLECULE: CONSERVED UNCHARACTERIZED ARCHAEAL PROTEIN;                
 150:  2ibo-A  2.3  2.7   45    90    9 PDB  MOLECULE: HYPOTHETICAL PROTEIN SP2199;                               
 151:  3sah-B  2.3  3.4   54   382   11 PDB  MOLECULE: EXOSOME COMPONENT 10;                                      
 152:  3ccf-B  2.3  3.0   50   242    2 PDB  MOLECULE: CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE;             
 153:  2kjw-A  2.3  2.7   51    96    8 PDB  MOLECULE: 30S RIBOSOMAL PROTEIN S6;                                  
 154:  3smv-A  2.3  2.6   46   233   11 PDB  MOLECULE: S-(-)-AZETIDINE-2-CARBOXYLATE HYDROLASE;                   
 155:  4ror-A  2.3  3.4   57   319    2 PDB  MOLECULE: MALATE DEHYDROGENASE;                                      
 156:  3l9f-A  2.3  3.5   44   170    2 PDB  MOLECULE: PUTATIVE UNCHARACTERIZED PROTEIN SMU.1604C;                
 157:  1guz-A  2.3  3.9   55   305    2 PDB  MOLECULE: MALATE DEHYDROGENASE;                                      
 158:  4ux3-A  2.3  4.4   45   436    7 PDB  MOLECULE: STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 3;           
 159:  1g8p-A  2.3  2.9   49   321    4 PDB  MOLECULE: MAGNESIUM-CHELATASE 38 KDA SUBUNIT;                        
 160:  4oby-A  2.3  3.5   49   565    0 PDB  MOLECULE: ARGININE--TRNA LIGASE;                                     
 161:  3i4m-D  2.3  3.6   52   187    6 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 162:  4wbd-A  2.3  3.9   53   540    8 PDB  MOLECULE: BSHC;                                                      
 163:  4apo-B  2.3  3.3   43   154    7 PDB  MOLECULE: AH RECEPTOR-INTERACTING PROTEIN;                           
 164:  3vsk-A  2.3  4.0   49   631    8 PDB  MOLECULE: PENICILLIN-BINDING PROTEIN 3;                              
 165:  3tx3-A  2.3  3.1   40   227   10 PDB  MOLECULE: UNCHARACTERIZED PROTEIN INVOLVED IN CYSTEINE BIOS          
 166:  4p4u-A  2.3  3.3   41   338    7 PDB  MOLECULE: INTERFERON-INDUCED GTP-BINDING PROTEIN MX1;                
 167:  3syv-C  2.3  4.8   58   257    3 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE II SUBSTRATE P          
 168:  3m03-B  2.3  3.6   57    95    4 PDB  MOLECULE: ORIGIN RECOGNITION COMPLEX SUBUNIT 6;                      
 169:  4yoo-A  2.2  3.8   67   343    3 PDB  MOLECULE: RETINOBLASTOMA-LIKE PROTEIN 1,RETINOBLASTOMA-LIKE          
 170:  3tjm-A  2.2  4.1   56   275    7 PDB  MOLECULE: FATTY ACID SYNTHASE;                                       
 171:  1wuu-A  2.2  3.6   69   391    6 PDB  MOLECULE: GALACTOKINASE;                                             
 172:  2ivx-A  2.2  3.4   62   256    3 PDB  MOLECULE: CYCLIN-T2;                                                 
 173:  2w2h-A  2.2  2.9   58   263    5 PDB  MOLECULE: CYCLIN-T1;                                                 
 174:  2os5-A  2.2  3.4   69   118    7 PDB  MOLECULE: ACEMIF;                                                    
 175:  1dpt-A  2.2  3.6   68   117    9 PDB  MOLECULE: D-DOPACHROME TAUTOMERASE;                                  
 176:  4a17-H  2.2  4.3   63   201    6 PDB  MOLECULE: 5.8S RRNA;                                                 
 177:  1f5n-A  2.2  3.7   57   570    7 PDB  MOLECULE: INTERFERON-INDUCED GUANYLATE-BINDING PROTEIN 1;            
 178:  1hy8-A  2.2  3.4   49    76    8 PDB  MOLECULE: ACYL CARRIER PROTEIN;                                      
 179:  3sqi-A  2.2  4.1   69   388    6 PDB  MOLECULE: KLLA0E03807P;                                              
 180:  3pac-A  2.2  3.0   51   183    8 PDB  MOLECULE: SHELL PROTEIN;                                             
 181:  4f5s-A  2.2  3.2   54   583    7 PDB  MOLECULE: SERUM ALBUMIN;                                             
 182:  4uhz-B  2.2  3.4   48    70    8 PDB  MOLECULE: RGM DOMAIN FAMILY MEMBER B;                                
 183:  2y51-A  2.2  4.3   47   529    9 PDB  MOLECULE: ALDEHYDE DEHYDROGENASE (BOX PATHWAY);                      
 184:  2a3q-A  2.2  2.9   41   113    7 PDB  MOLECULE: HYPOTHETICAL PROTEIN;                                      
 185:  3tnx-A  2.2  3.9   41   310    7 PDB  MOLECULE: PAPAIN;                                                    
 186:  3vkh-D  2.2  3.4   60  1120    8 PDB  MOLECULE: DYNEIN HEAVY CHAIN, CYTOPLASMIC;                           
 187:  4nk2-A  2.2  3.6   61   164    3 PDB  MOLECULE: HEMOGLOBIN-LIKE PROTEIN;                                   
 188:  4bqf-B  2.2  3.3   52   827    4 PDB  MOLECULE: ALPHA-GLUCAN PHOSPHORYLASE 2, CYTOSOLIC;                   
 189:  4hn3-B  2.2  2.7   54   334    7 PDB  MOLECULE: LMO1757 PROTEIN;                                           
 190:  5czg-A  2.2  3.7   53   115    4 PDB  MOLECULE: HYPOTHETICAL BROMODOMAIN;                                  
 191:  1fzi-A  2.2  3.0   51   512    4 PDB  MOLECULE: METHANE MONOOXYGENASE COMPONENT A, ALPHA CHAIN;            
 192:  3k1z-A  2.2  3.4   55   241    4 PDB  MOLECULE: HALOACID DEHALOGENASE-LIKE HYDROLASE DOMAIN-CONTA          
 193:  4dci-B  2.2  3.1   43   148    0 PDB  MOLECULE: UNCHARACTERIZED PROTEIN;                                   
 194:  4v1f-A  2.2  3.4   44    86    2 PDB  MOLECULE: F0F1 ATP SYNTHASE SUBUNIT C;                               
 195:  4be4-A  2.2  2.4   41   539   10 PDB  MOLECULE: STEROL ESTERASE;                                           
 196:  1mwk-A  2.2  3.4   50   320   10 PDB  MOLECULE: PARM;                                                      
 197:  3qz0-B  2.2  3.1   43    79    5 PDB  MOLECULE: FACTOR H BINDING PROTEIN;                                  
 198:  3tl2-A  2.2  4.0   54   312    2 PDB  MOLECULE: MALATE DEHYDROGENASE;                                      
 199:  2xnd-J  2.2  2.9   40    72    8 PDB  MOLECULE: ATP SYNTHASE SUBUNIT ALPHA, MITOCHONDRIAL;                 
 200:  4ry2-A  2.2  3.3   42   701   10 PDB  MOLECULE: ABC-TYPE BACTERIOCIN TRANSPORTER;                          
 201:  4n4g-A  2.2  4.0   53   209    4 PDB  MOLECULE: ZINC FINGER MYND DOMAIN-CONTAINING PROTEIN 11;             
 202:  1a87-A  2.2  5.1   42   297    7 PDB  MOLECULE: COLICIN N;                                                 
 203:  3mjz-A  2.2  3.4   61   131    7 PDB  MOLECULE: FG41 MALONATE SEMIALDEHYDE DECARBOXYLASE;                  
 204:  4o5h-A  2.2  6.4   44   511   11 PDB  MOLECULE: PHENYLACETALDEHYDE DEHYDROGENASE;                          
 205:  1g3n-C  2.2  3.2   58   233    2 PDB  MOLECULE: CYCLIN-DEPENDENT KINASE 6;                                 
 206:  2ksf-A  2.2  3.7   57   107    7 PDB  MOLECULE: SENSOR PROTEIN KDPD;                                       
 207:  3l5k-A  2.1  2.8   51   233    6 PDB  MOLECULE: HALOACID DEHALOGENASE-LIKE HYDROLASE DOMAIN-               
 208:  2cq8-A  2.1  3.2   55   110   11 PDB  MOLECULE: 10-FORMYLTETRAHYDROFOLATE DEHYDROGENASE;                   
 209:  2flz-A  2.1  3.4   62   147    2 PDB  MOLECULE: CIS-3-CHLOROACRYLIC ACID DEHALOGENASE;                     
 210:  2ofp-B  2.1  3.0   60   294   15 PDB  MOLECULE: KETOPANTOATE REDUCTASE;                                    
 211:  2lyi-A  2.1  3.6   68   167    6 PDB  MOLECULE: PROTEIN (ENTITY);                                          
 212:  1hfo-A  2.1  3.4   68   113    7 PDB  MOLECULE: MIGRATION INHIBITORY FACTOR;                               
 213:  2zoo-A  2.1  3.5   60   438    3 PDB  MOLECULE: PROBABLE NITRITE REDUCTASE;                                
 214:  3fwt-A  2.1  3.2   56   116    9 PDB  MOLECULE: MACROPHAGE MIGRATION INHIBITORY FACTOR-LIKE                
 215:  4kt5-C  2.1  3.4   53    88    9 PDB  MOLECULE: GRLR;                                                      
 216:  3aoi-I  2.1  3.5   60  1262   13 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA;                 
 217:  4rjv-A  2.1  3.5   56    83    7 PDB  MOLECULE: OR461;                                                     
 218:  2cnr-A  2.1  4.3   53    82    8 PDB  MOLECULE: ACYL CARRIER PROTEIN;                                      
 219:  4yii-A  2.1  2.9   49    72    8 PDB  MOLECULE: UBIQUITIN-CONJUGATING ENZYME E2 C;                         
 220:  2fxh-A  2.1  3.9   54   715    2 PDB  MOLECULE: CATALASE-PEROXIDASE PROTEIN;                               
 221:  3al0-B  2.1  4.4   55   482    7 PDB  MOLECULE: GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE SUBUNIT A;             
 222:  2o8k-A  2.1  3.0   45    63    7 PDB  MOLECULE: RNA POLYMERASE SIGMA FACTOR RPON;                          
 223:  2jes-A  2.1  2.7   43   370    7 PDB  MOLECULE: PORTAL PROTEIN;                                            
 224:  4hac-A  2.1  3.1   65   312    3 PDB  MOLECULE: MEVALONATE KINASE;                                         
 225:  1jf0-A  2.1  2.8   53   192    2 PDB  MOLECULE: OBELIN;                                                    
 226:  1mro-A  2.1  4.0   60   549    7 PDB  MOLECULE: METHYL-COENZYME M REDUCTASE;                               
 227:  4i1a-B  2.1  4.3   51   359    6 PDB  MOLECULE: RESPONSE REGULATOR ASPARTATE PHOSPHATASE I;                
